"loan_id","account_id","date_loan","amount","duration","payments","status","n_credit","n_withdrawal","max_credit","avg_credit","min_credit","sd_credit","skew_credit","kurtosi_credit","median_credit","mad_credit","var_credit","iqr_credit","max_withdrawal","avg_withdrawal","min_withdrawal","sd_withdrawal","skew_withdrawal","kurtosi_withdrawal","median_withdrawal","mad_withdrawal","var_withdrawal","iqr_withdrawal","avg_amount","sd_amount","skew_amount","kurtosi_amount","median_amount","mad_amount","var_amount","iqr_amount","avg_balance","max_balance","min_balance","sd_balance","skew_balance","kurtosi_balance","median_balance","mad_balance","var_balance","iqr_balance","disp_id","client_id","account_type","birth_number","age_range","gender","birthday","age","district_id","frequency","date_account","name","region","no..of.inhabitants","no..of.municipalities.with.inhabitants...499","no..of.municipalities.with.inhabitants.500.1999","no..of.municipalities.with.inhabitants.2000.9999","no..of.municipalities.with.inhabitants..10000","no..of.cities","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","crimes95","crimes96","avg_monthly_balance","datediff","card_id","card_type","issued","time_bf_loan","frequency_num","region_num","gender_num","card_num"
7121,10364,931110,21924,36,609,1,21,24,21739.5,7551.7380952381,38.3,7695.52681825463,0.19541544304243,-1.76879295515741,4200,6170.13642,59221133.0104762,14360.3,17200,4562.625,14.6,4615.53878538008,0.836803204493533,0.0723850893321285,4950,6449.31,21303198.2793478,5787,1090.74444444444,8683.95006543041,0.538554828693954,-0.386319140959931,-14.6,7094.83404,75410988.7388889,6200,34272.2133333333,60432.4,1100,10171.0318459875,-0.312838920748359,1.62165557852053,33949.4,6809.5818,103449888.812091,9004.7,12446,12754,"OWNER",600820,"60_70","M",600820,61,55,"monthly issuance",930117,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,"1.88",2.43,111,3659,3894,32475.7350649351,330290,NA,NA,0,-993,"monthly issuance","south Moravia","M","0"
6077,5270,931122,79608,24,3317,1,22,28,67124,23558.2909090909,110.2,24223.1983242532,0.127992887417599,-1.83554824916321,22774.5,32895.40989,586763337.056104,44459.075,51700,13372.1483870968,14.6,13528.7492953308,0.993766654814805,0.216666677877405,10200,13195.14,183027057.495914,19111,1957.4679245283,26077.8624089311,0.659397803998668,-0.183490057923292,-14.6,15100.87404,680054907.819144,11766.4,69954.5716981132,125825.7,800,24870.2329276802,-0.181265733915171,-0.340003461842463,74616.4,30092.3322,618528485.877068,35062.5,6367,6367,"OWNER",700428,"50_60","M",700428,51,44,"monthly issuance",930113,"Chrudim","east Bohemia",105606,77,26,7,2,7,53,8254,"2.79",3.76,97,2166,2325,69275.0657142857,230694,NA,NA,0,-1009,"monthly issuance","east Bohemia","M","0"
6228,6034,931201,464520,60,7742,-1,31,28,47757,16035.5580645161,42.4,15297.8983286327,0.572201476213568,-0.897426609954279,15436,21825.3546,234025693.273183,25447.8,41000,11073.8378378378,30,9932.96312932493,1.05884524533498,0.736845781867348,8500,9599.835,98663756.5285285,12055,1284.85735294118,18515.4337321744,0.541566352265616,0.167261546988426,-30,13887.5142,342821286.290542,18403.25,51760.0161764706,125943.1,200,27848.6867075738,0.680972366487799,0.139141390671915,46393.3,22182.51294,775549351.3366,37553.35,7291,7291,"OWNER",406202,"70_80","F",401202,80,6,"weekly issuance",930319,"Kutna Hora","central Bohemia",77963,60,23,4,2,4,51.5,8546,"2.95",4.02,126,2640,3120,48798.1252910053,529999,NA,NA,0,-882,"weekly issuance","central Bohemia","F","0"
6356,6701,931208,95400,36,2650,1,22,23,35760,11706.5909090909,23.6,13022.7337876759,0.540538692366024,-1.36203544778459,7262,10646.40234,169591595.304675,20375.7,33500,9195.12,30,11910.4408409877,1.09715895668313,-0.37732618097033,2700,3958.542,141858601.026667,11900,588.659574468085,16204.1817151389,0.0279920505487609,0.240119121817315,-30,3958.542,262575505.057243,5844.5,41562.3234042553,92354.8,200,23576.7433442569,0.377520226310718,-0.700371349016295,39490,25133.92476,555862826.720962,32647.8,8091,8091,"OWNER",710210,"40_50","M",710210,50,49,"weekly issuance",930315,"Semily","east Bohemia",75685,31,28,5,1,9,60.8,8208,"1.89",2.26,155,1660,2123,41383.9890740741,220998,NA,NA,0,-893,"weekly issuance","east Bohemia","M","0"
5523,2705,931208,93888,36,2608,1,12,7,15649,7084.7,48,7697.68127484445,0.218989464589607,-2.04550984591675,3000,4315.77447,59254297.0090909,15458.975,15500,7185.71428571429,100,6092.18859727454,0.20152178394591,-1.98839614655627,3900,5633.88,37114761.9047619,9500,1827.17894736842,9929.78091112113,0.0944989239557714,-1.05828322111254,189.2,6062.64792,98600548.9428655,13474.5,37510.4947368421,52378.2,600,14598.865783435,-0.970856038996101,-0.0656646666454312,37476.1,17419.0674,213126882.162749,15243.1,3264,3264,"OWNER",506020,"60_70","F",501020,70,63,"issuance after transaction",930705,"Vyskov","south Moravia",86513,38,36,5,1,5,50.5,8288,"3.79",4.52,110,1562,1460,35811.6833333333,430188,NA,NA,0,-503,"issuance after transaction","south Moravia","F","0"
6456,7123,931209,47016,12,3918,1,22,19,47705,13031.0636363636,32.8,14937.0192727601,0.760436521718207,-0.763476534205259,7967,11597.04546,223114544.754805,25138.275,51800,11395.5,100,12487.3410321266,1.64462442154853,2.86807217843377,8393,9174.3288,155933686.052632,11935.75,1399.36666666667,18411.8453201997,0.130498366489425,0.900791113457081,71,11706.6096,338996048.094959,14136,60382.0857142857,112901.6,200,23888.3215594482,-0.318143782871071,-0.346724881292483,63745.3,23311.06806,570651906.927596,33269.925,8598,8598,"OWNER",576231,"60_70","F",571231,63,64,"issuance after transaction",930414,"Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,"1.60",2.31,145,4484,4265,51501.2518518518,359978,NA,NA,0,-795,"issuance after transaction","south Moravia","F","0"
7104,10320,931213,259740,60,4329,1,10,7,38960,14443.35,75.3,15387.5149243542,0.185448443543114,-1.87360869616719,13386.5,19060.23147,236775615.547222,25713.175,21500,11030.5714285714,1300,6761.56852752236,0.0604268083431826,-1.41977948633633,11700,6671.7,45718808.952381,7257,3954.08823529412,17813.8283610262,0.513424711743991,-1.1329266237063,185.7,17621.73882,317332480.876103,35173,45198.1529411765,79633.5,800,19487.2396663213,-0.310764581713009,-0.427676109798058,44480,25252.23624,379752509.812647,25973,12387,12695,"OWNER",790316,"40_50","M",790316,42,68,"monthly issuance",930711,"Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,"4.09",4.72,96,5623,5887,39381.5888888889,140897,NA,NA,0,-502,"monthly issuance","north Moravia","M","0"
6820,9034,931216,38148,12,3179,1,18,10,32706,8067.86111111111,9.9,11579.1039684394,0.794497195316215,-1.17222082160008,180.3,250.18875,134075648.711928,21760.3,20600,8863.23636363636,14.6,6190.69184296436,0.299358509021585,-0.913661746177705,9115,5463.381,38324665.4945455,5751.5,1645.72068965517,12844.8747721577,0.736307855021508,-0.199174348636016,21.6,6995.79636,164990807.912414,7200,37462.0931034483,62324.6,900,13293.4318052437,-0.22359114472913,0.327971335538074,35767.5,13949.93166,176715329.160665,15723.8,10818,11126,"OWNER",655122,"50_60","F",650122,55,1,"monthly issuance",930628,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,"0.29",0.43,167,85677,99107,32929.7948979592,281094,NA,NA,0,-588,"monthly issuance","Prague","F","0"
6876,9236,931221,86616,12,7218,1,12,3,17859,4879.43333333333,29.8,6561.63392377973,0.733796114123529,-1.23762935775118,458.85,634.40454,43055039.749697,11849.55,11100,7100,2200,4517.74279923061,-0.191308415066895,-2.33333333333333,8000,4596.06,20410000,4450,2483.54666666667,7832.35875991998,0.318506844522083,-0.761605436483873,88.4,3392.78184,61345843.7440952,7822.05,25714.0466666667,48353.1,800,11715.9751727452,-0.187081347836273,-0.373361525728529,26411.7,14594.41788,137264074.248381,13883.45,11064,11372,"OWNER",610928,"50_60","M",610928,60,11,"monthly issuance",930818,"Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,"0.45",0.59,154,3475,3529,23685.845,320293,NA,NA,0,-403,"monthly issuance","central Bohemia","M","0"
7097,10266,931223,75624,24,3151,-1,15,8,49887,11677,50.5,19366.4202130536,1.06775003886046,-0.7447618429365,318.9,233.5095,375058231.868571,17445.3,31100,16650,3200,10241.0936915937,-0.017549224776282,-1.65938545347183,15200,15493.17,104880000,14325,1824.13043478261,21502.1233505065,0.852437286467569,0.0683473120989273,164.6,5729.65596,462341308.580395,8959.45,50009.9086956522,89754.8,400,20688.4180488837,-0.119263581001704,-0.29056308443799,51090.4,21914.60712,428010641.365376,21705.4,12317,12625,"OWNER",581207,"60_70","M",581207,62,54,"monthly issuance",930610,"Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,"1.60",1.96,140,18721,18696,48161.1228571429,350016,NA,NA,0,-613,"monthly issuance","south Moravia","M","0"
4959,2,940105,80952,24,3373,1,22,29,30354,10394.7863636364,13.5,11457.2696132109,0.350721030082773,-1.64680443456223,2400,3473.36115,131269026.989805,20095.5,22400,6276.39375,14.6,6011.47532694024,1.16125481493003,0.621278889436062,4100,4693.9116,36137835.6064113,5024.5,515.568518518519,11895.9984649163,0.809533506486826,0.277360080525822,-14.6,5760.49404,141514779.477292,5258.3,32590.6240740741,67529.6,1100,12061.7056818761,0.421069677407542,0.756286901608508,31258.65,10616.60208,145484743.956202,13579.5,2,2,"OWNER",450204,"70_80","M",450204,76,1,"monthly issuance",930226,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,"0.29",0.43,167,85677,99107,31657.2392496392,489901,NA,NA,0,-9879,"monthly issuance","Prague","M","0"
6499,7401,940105,80952,24,3373,1,22,29,30354,10395.1772727273,13.5,11456.9027045637,0.350739184165461,-1.6467771088822,2400,3471.95268,131260619.58184,20090.8,22400,6248.26875,14.6,6025.52393665895,1.16338093880917,0.611420787568097,4050,4768.0416,36306938.71125,5049.5,532.394444444444,11890.4618277324,0.806945264582544,0.278693256560739,-14.6,5686.36404,141383082.476761,5257.475,33312.5388888889,67529.6,1100,12270.8957420796,0.306810816646456,0.524110778249153,32353.2,9670.2585,150574882.312987,13016.55,8865,9173,"OWNER",450204,"70_80","M",450204,76,1,"monthly issuance",930226,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,"0.29",0.43,167,85677,99107,32047.5985569986,489901,NA,NA,0,-9879,"monthly issuance","Prague","M","0"
5479,2486,940110,24516,12,2043,1,31,33,49536,20344.6774193548,12.5,19408.8342137064,0.144632524781629,-1.79629822325633,13907,20544.53646,376702845.53514,39172.15,59200,13143.5428571429,14.6,15756.3459086411,1.62239569329327,1.77234711158512,8250,9192.8613,248262436.392753,14663.25,1077.48219178082,24002.8330714391,0.0853203613908611,0.254090969915451,-14.6,15144.16596,576135995.455373,16817,55582.2260273973,125254.2,200,29534.2181133033,0.190799028340313,-0.838058458339035,49695.4,37256.10714,872270039.564174,47075.2,3001,3001,"OWNER",581007,"60_70","M",581007,63,1,"monthly issuance",930227,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,"0.29",0.43,167,85677,99107,47671.8481529582,359103,NA,NA,0,-9883,"monthly issuance","Prague","M","0"
5170,1071,940120,253200,60,4220,1,21,17,46304,13560.8904761905,69.5,16298.7889979871,0.847434855994569,-0.835179365312305,5800,8495.44626,265650522.800905,19893.6,42600,10181.4,30,12424.9734147762,1.25247461886968,0.378397927379547,5000,7368.522,154379964.357895,13857,1979.28536585366,18722.0994186891,0.383745168546287,0.656520710261085,69.5,8003.8161,350517006.643281,10700,47302.5463414634,104417.9,800,26552.7395045982,0.21534128646193,-1.12817654707937,48028.4,37367.15388,705047975.199049,49698.4,1286,1286,"OWNER",505313,"60_70","F",500313,70,68,"weekly issuance",930510,"Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,"4.09",4.72,96,5623,5887,46825.1695767196,439807,NA,NA,0,-9610,"weekly issuance","north Moravia","F","0"
6721,8475,940121,21072,24,878,1,13,2,9738,3012.85384615385,48.5,3766.17600947685,0.551661245179865,-1.59712142309201,300,372.8739,14184081.734359,6406,5700,4150,2600,2192.0310216783,0,-2.75,4150,2298.03,4805000,1550,2057.80666666667,4342.03050368746,0.255845633101596,-1.09295086868597,107.8,1471.03572,18853228.8949524,6430.7,21575.6866666667,33467,1100,9070.83734462628,-0.686302654604613,-0.425375276651862,22671.3,10200.58452,82280090.1326667,11155.35,10151,10459,"OWNER",645809,"50_60","F",640809,56,4,"monthly issuance",930908,"Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,"4.64",5.05,109,5244,5892,19563.465,299312,NA,NA,0,-9213,"monthly issuance","central Bohemia","F","0"
7259,11111,940131,108144,36,3004,1,23,32,45740,16822.8260869565,35.7,17851.0483457419,0.397775774070396,-1.69033767053211,7983,11597.04546,318659927.042016,36867.2,60600,11406.3625,14.6,16122.9010432416,1.88325488975395,2.65561696093072,4736,6735.00702,259947938.050161,12175,398.570909090909,21829.6021414235,-0.159455802384566,1.08449495673374,-14.6,6999.94764,476531529.652842,7186,54652.8981818182,123863.4,900,25585.472260311,0.481727019151797,-0.328716310752384,47847.1,29279.27436,654616390.783145,36493.35,13349,13657,"OWNER",635512,"50_60","F",630512,57,1,"monthly issuance",930520,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,"0.29",0.43,167,85677,99107,49101.3046873497,309619,NA,NA,0,-9611,"monthly issuance","Prague","F","0"
5285,1603,940206,78936,12,6578,1,24,27,11416,3975.20833333333,24,4054.83995737533,0.399017896433581,-1.48629477418886,2400,3418.8756,16441727.0799275,7481.175,6300,2622.37037037037,14.6,2105.62546067119,0.449343510518698,-1.20009598308414,2359,1737.6072,4433658.58062678,3373,482.372549019608,4574.92527064993,0.743063337651526,-0.245814718218404,-14.6,3475.80744,20929941.2320314,3809,25900.3196078431,40560.3,900,7684.86970531107,-0.752222210477025,1.19110502799732,25457.3,4670.48652,59057222.3876079,8492.35,1944,1944,"OWNER",575122,"60_70","F",570122,63,1,"monthly issuance",930509,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,"0.29",0.43,167,85677,99107,25773.6537460317,370084,NA,NA,0,-9697,"monthly issuance","Prague","F","0"
5189,1166,940207,149040,48,3105,1,20,32,27946,9496.58,31.1,10743.711547427,0.37578504903113,-1.64950668197745,1200,1674.81909,115427337.814316,18475.125,15900,5026.41176470588,14.6,4403.72388916229,1.14521342583515,0.200501007832564,4298.5,2222.4174,19392784.0919786,2200,352.474074074074,10176.8112241393,1.15664899293802,0.785951166083903,-2250,3509.3142,103567486.691768,4558.425,36845.5888888889,62441.6,200,12658.2467643,-0.146164417283995,-0.0813755473997162,36475.7,11197.41063,160231211.145912,14690.9,1404,1404,"OWNER",686220,"50_60","F",681220,52,11,"monthly issuance",930421,"Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,"0.45",0.59,154,3475,3529,34581.843015873,258987,NA,NA,0,-9786,"monthly issuance","central Bohemia","F","0"
6650,8073,940217,49320,12,4110,-1,17,30,45628,15663.0352941176,166.4,16806.3449679333,0.752225054611944,-1.02145740545277,12334,17955.7686,282453231.181176,19700,62700,7831.1875,100,11840.1021531053,3.16273191728776,11.6573432849337,3950,5708.01,140188018.995968,10872,319.869387755102,17673.6433806837,0.142471588832101,3.33848589747785,-695,8384.103,312357670.347585,7723,46576.2775510204,126833,900,24439.8771809198,0.788890384747593,0.552771856502729,39734.1,22230.25266,597307596.618444,36295,9665,9973,"OWNER",456003,"70_80","F",451003,75,24,"issuance after transaction",930903,"Karlovy Vary","west Bohemia",122603,25,21,6,2,8,80,8991,"1.39",2.01,128,5198,5273,42620.3379124579,489214,NA,NA,0,-9314,"issuance after transaction","west Bohemia","F","0"
7226,10940,940223,197748,36,5493,1,11,5,36216,12363.1454545455,68.3,14026.7264635312,0.331086207845955,-1.77603076064515,2300,3308.71842,196749055.282727,23947.5,25100,18540,5700,8816.6320100138,-0.463226024630297,-1.92075165439252,24200,1334.34,77733000,11900,2705.9125,19254.8698157765,0.0943618276440048,-1.24277785086769,196.5,27460.7172,370750011.6225,31644,44735.43125,74413.6,300,19635.3576744511,-0.282578851412786,-0.303245116951146,48920.45,16002.4431,385547271.003625,14620.575,13139,13447,"OWNER",705505,"40_50","F",700505,50,50,"monthly issuance",930913,"Svitavy","east Bohemia",102609,75,33,2,3,6,52,8187,"4.83",5.45,94,2123,2134,39798.1611111111,239718,NA,NA,0,-9310,"monthly issuance","east Bohemia","F","0"
6087,5313,940227,300660,60,5011,1,24,41,44519,14927.625,39.4,17113.8360678099,0.596695286417052,-1.36194290246376,7233,10607.92887,292883384.95587,29486.2,48900,7722.47619047619,14.6,10876.8395688608,2.33455859607467,5.22585170555759,5200,5979.3258,118305639.006736,5683,513.924242424242,17285.9087964651,0.485319076171445,1.76924185781261,-958,6659.8392,298802642.919711,6028.025,45854.8909090909,135175.2,800,30520.9608072814,1.09229338301287,0.842873357273623,39005.3,26207.84607,931529048.599608,36218.45,6417,6417,"OWNER",500107,"70_80","M",500107,71,40,"monthly issuance",930429,"Teplice","north Bohemia",128118,9,16,6,3,8,85.3,9317,"6.49",7.07,97,6949,6872,38059.6185491276,440120,NA,NA,0,-9798,"monthly issuance","north Bohemia","M","0"
7262,11135,940301,182628,36,5073,1,10,3,23204,7666.09,67.1,8850.23182464103,0.446738353866162,-1.61605394873636,3250,4667.2248,78326603.3498889,15301.325,12600,10333.3333333333,8600,2052.64057577875,0.242286795517334,-2.33333333333333,9800,1779.12,4213333.33333333,2000,3512.37692307692,11034.0778861937,0.244996985982326,-1.27382470029847,183.5,13022.4171,121750874.79859,15401.9,33229.1076923077,52246,500,14579.4217665666,-0.746205657198534,-0.497379125114617,36777,12899.21304,212559539.047436,23204,13379,13687,"OWNER",590523,"60_70","M",590523,62,75,"monthly issuance",931010,"Prerov","north Moravia",138032,67,30,4,2,5,64.6,8819,"5.38",5.66,99,4063,4505,28865.2266666667,349778,NA,NA,0,-9291,"monthly issuance","north Moravia","M","0"
5519,2694,940308,91632,12,7636,1,27,43,26378,8784.24444444444,54.1,9670.99686900251,0.363158323616937,-1.61461320277397,700,957.61134,93528180.4402564,17399.7,18300,4746.80930232558,14.6,4192.90829717069,1.03208883143271,0.932051013890185,3532,3991.1592,17580479.9884828,5660,472.311428571429,9484.3743234087,1.0727547863673,0.587692619258192,-307.3,4780.94022,89953356.3065342,5096.725,40976.9428571429,64577.8,700,10641.4227535957,-0.589721740180765,1.86751286270042,39417.35,9942.98277000001,113239878.220745,14041.5,3251,3251,"OWNER",626228,"50_60","F",621228,58,7,"monthly issuance",930308,"Melnik","central Bohemia",94725,38,28,1,3,6,63.4,9920,"2.26",2.87,130,4289,4846,40144.6444139194,319080,NA,NA,0,-10000,"monthly issuance","central Bohemia","F","0"
